V1,ID2,V8,V9,V10,Q1,Q2,Q2_TEXT,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_7_TEXT,Q4,Q4_TEXT,Q5,Q5_TEXT,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_10_TEXT,Q9_11,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_13_TEXT,Q10_14,Q11,Q11_TEXT,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_17,Q13_17_TEXT,Q13_18,Q13_18_TEXT,Q13_19,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_10_TEXT,Q14_11,Q14_12,Q14_13,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12, Q16 # of NO's, Q16 # of YES's,Q16_12_TEXT,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q18_1,Q18_2,Q18_3,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q20_1,Q20_2,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_7_TEXT,Q22_1,Q22_2,Q22_3,Q22_4,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_7_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_7_TEXT,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_7_TEXT,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_7_TEXT,Q27_1,Q27_2,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_7_TEXT,Q29_1,Q29_2,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_7_TEXT,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q33,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q36,Q37,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q38_6,Q38_7,Q38_8,Q39,Q40_1,Q40_2,Q40_3,Q40_4,Q40_5,Q40_6,Q40_7,Q40_8,Q40_9,Q40_10,Q40_11,Q40_11_TEXT,Q41,Q42,Q43_1_1,Q43_1_2,Q43_1_3,Q43_1_4,Q43_1_5,Q43_2_1,Q43_2_2,Q43_2_3,Q43_2_4,Q43_2_5,Q43_3_1,Q43_3_2,Q43_3_3,Q43_3_4,Q43_3_5,Q43_4_1,Q43_4_2,Q43_4_3,Q43_4_4,Q43_4_5,Q43_5_1,Q43_5_2,Q43_5_3,Q43_5_4,Q43_5_5,Q43_6_1,Q43_6_2,Q43_6_3,Q43_6_4,Q43_6_5,Q43_7_1,Q43_7_2,Q43_7_3,Q43_7_4,Q43_7_5,Q43_8_1,Q43_8_2,Q43_8_3,Q43_8_4,Q43_8_5,Q43_9_1,Q43_9_2,Q43_9_3,Q43_9_4,Q43_9_5,Q43_10_1,Q43_10_2,Q43_10_3,Q43_10_4,Q43_10_5,Q43_11_1,Q43_11_2,Q43_11_3,Q43_11_4,Q43_11_5,Q43_12_1,Q43_12_2,Q43_12_3,Q43_12_4,Q43_12_5,Q43_12_TEXT,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q45_6,Q45_7,Q45_7_TEXT,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,3+4+5,Q47_6,Q47_7,Q48,factor 1,,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q49_6,Q49_7,Q49_8,Q49_9,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6,Q50_7,Q50_8,Q50_9,Q50_9_TEXT,Q50_10,Q50_11,Q9Count,Q10Count,Q16Count,RschIntensive,TeachIntensive,AgeCategory,Continents,filter
R_2mGw6yHvHJ4jq1T,902,11/15/2013,11/15/2013,1,1,5,retired independent,0,0,0,20,0,10,70,retirement,6, ,9, ,181, ,39,1,1,0,0,0,1,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,1,2,2,2, , ,1, ,1, , , , , , , ,1, , , , , , , , , , , , , , , , ,4,2,3, , , , , , , , ,3,2,2,1,2,2,2,2,2,2,2,2,2,11,1, ,5,4,4,4,4,2,3,3,4,2,6,3,1,3,1,3,2,1,1,2,2,1,2,4,4, , , , ,1, , , ,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6, , , , , , , , ,6,6, , , , , , , , ,4,1,4,4,4,2,4,2,3,2,4,5,4,2, , , , , , , , , , ,1,6,2,2,2,2,2,3,3,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,5,5,5,15,5,5,2,#VALUE!,,5, ,5,5,2,3,3,2,3,3,2,2,2,3,3,3,5, ,"As this may be the last opportunity, relevant to mention that I've worked independently, with my partner, at LUQ LTER on our own projects for 20 years. We are retired, so have no career to advance, and many of the question are not really relevant to us. Ihave also answered without considering my own research interests as a mycologist, outwith the LTER connection. It may be a good idea to discount this response.", , ,3,1,1,0,0,3,4,0
R_2ocFDBAkuUfunpX,134,10/25/2013,10/25/2013,1,1,1, ,20,5,0,25,48,2,0, ,9, ,3, ,181, ,61,1,0,1,0,0,0,1,1,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,1,free form documentation, ,1, ,1,1, , , , , , ,1, ,1, , , , , , , , ,1,uni of east anglia, ,1,1, ,3,1,2,2,2, , , , , , ,3,2,1,2,1,2,2,2,2,2,1,2,2,9,3, ,4,3,4,4,4,4,2,2,5,2,4,3,1,1,3,2,2,3,2,2,2,3,2,1,1, , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , ,1,1, , , , , , , , ,3,2,4,4,4,4,5,4,2,4,5,5,4,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,5,5,5,1.8553,,1,1,1,3,4,1,1,3,5,4,5,3,4,4,4,5,5, , , , ,4,1,3,0,0,3,4,0
R_3EOSFC2dE22VKjX,40,10/21/2013,10/21/2013,1,1,3, ,10,20,5,5,1,10,50,Sales,9, ,1, ,62, ,55,0,1,0,0,0,1,0,0,0,0, , ,1,1,2,1,2,2,2,2,2,2,2,2,2, , ,1, ,2, , , , ,1, ,1, , , , , , , , , , , , , , ,2,2,2,4,2,4,1,2,1, , , , , ,4, , , , , , , , , , , , ,,, ,4,4,2,5,4,1,4,3,5,2,5,1, ,2,1,2,2,1, ,2,2,2,2,1,1, , , , , , , , ,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4, , , , , , ,1,The Government,3,2, , , , , , , , ,5,5,1,1,5,5,5,5,4,4,5,3,5,1,4, , , , , , , , ,1,2, , , , , , , , ,1,1, ,1,1,1, , , , , ,1,Data sharing,1,1, , , , ,1, , , , ,1,1,1, , , , , , , ,1,1,1, , , ,1,1, , , , , , , ,1, , , , ,1,1,1, , , ,1,1, , , , , , , ,1,1,1, , , ,Data sharing,4, , , , , , ,1,Not enough opportunity and funding to do all that is needed.,1,4,4,3,3,2,8,3,5,4,3.2773,,1,2,1,5,5,2,1,5,5,4,5,3,4,5,5,6,2, , , , ,2,3, ,0,0,3,4,1
R_3sGpdBLHrQd31aZ,1263,2/6/2014,2/6/2014,1,1,1, ,0,0,0,100,0,0,0,retired,15, ,13, ,181, ,43,0,0,0,1,0,0,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,4, ,2, , , , , , , , , , , , , , , , , , , , ,1,3,1,1,2,2,1,1,1,1, , , , , ,2,2,2,2,2,2,1,1,2,1,1,2,2,8,4, ,5,5,5,5,5,5,3,5,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3, , , , , , , , ,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , ,1,1, , , , , , , , ,2,1,5,4,5,4,1,1,4,4,1,5,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,2,5,5,5,3,14.4465,,4,4,5,2,1,5,3,1,2,5,1,3,5,1,3,5,1, , , , ,1,1,4,1,0,3,4,0
R_3VPzds0R5Tnco3r,355,10/29/2013,10/29/2013,1,1,1, ,0,0, ,80,20,0,0, ,12, ,9, ,70, ,57,0,0,0,0,0,0,1,1,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,1, ,2, , , , , , , , , , , , , , , , , , , , ,1,3,1,3,2,1,1,1,5,1, , , , , ,4, , , , , , , , , , , , ,,, ,5,2,4,1,2, ,3,3,5,1,3,1,1,1,1,2,2,2,1,3,3,2,1,5,3,1, , , , ,1, , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , ,2,1, , , , , , , , ,5,5,1,1,2,5,5,5,1,1,5,5,5,1,2, ,1, , , , , , ,2,2, , , , , , , , ,2, , , , , , , , , , , , ,1,3, , , ,1, , , , ,1, , , , , ,1, , , ,1, , , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , , , ,3, , , , ,1, , , ,1,4,2,4,1,2,7,5,5,1,1.8553,,1,1,1,5,2,1,1,5,5,5,5,4,5,5,5,5,1, , , , ,2,1, ,1,0,3,4,1
R_3wpuLn2uKOi8mjj,306,10/28/2013,10/28/2013,1,1,2, ,25,10,10,40,5,10,0, ,1, ,9, ,86, ,60,1,0,0,0,0,0,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,1,2,2,2, , ,7,European,1, , , , , , , , , , , , , , , , , , ,1,FLUXNET, ,3,1,1,2,2,3,1,1,1, , , , , ,2,2,2,2,2,1,2,2,2,2,2,2,2,11,1, ,4,2,3,1,3,3,1,2,4,4,4,1,1,1,1,2,2,1,1,1,2,1,1,1,1, , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,1, , ,1, , , , ,4,2,1, , ,1, , , , ,5,5,4,5,4,5,5,4,5,4,5,5,5,2, , , , , , , , , , ,1,2,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,1,3, , , , ,1, , , , ,1, , , ,1, , , ,1, , , , , ,1, , , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , , , ,4,1, , , , , , , ,1,2,2,2,2,3,7,3,4,2,3.6249,,1,1,1,2,2,3,2,1,5,5,3,2,3,3,2,5,5, , , , ,1,1,1,0,0,3,4,1
R_3yIA9NXI0QPaMRL,755,10/31/2013,10/31/2013,0,1,3, ,1,0,5,40,10,10,34,design,11, ,9, ,141, ,53,1,0,1,1,0,1,1,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,6, ,2, , , , , , , , , , , , , , , , , , , , ,1,3, ,1,2,4,1,1,1,4,1, , , , ,2,1,2,2,1,2,2,2,2,2,1,2,2,9,3, ,5,4,2,3,1,4,6,3,6,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , ,, , , ,,, , , , , , , , , , , , , , , , , , , , , ,5,1,3,0,0,3,4, 
R_3z4YabSgFiPYD53,1176,11/21/2013,11/21/2013,0,1,1, ,20,20,10,30,5,15,0, ,14, ,9, ,161, ,62,0,0,0,1,0,1,0,0,0,0, , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, ,2, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , ,, , , ,,, , , , , , , , , , , , , , , , , , , , , ,2,1, ,0,0,3,4, 
R_4Osr7U2pUhe8fc1,96,10/25/2013,10/25/2013,1,1,1, ,10,5,5,50,25,5,0, ,12, ,9, ,122, ,60,0,0,1,0,1,0,0,0,0,0, , ,2,2,2,2,2,1,2,2,2,2,2,2,2, , ,1, ,3, , , , , , , , , , , , , , , , ,1,DANS, , , ,3, ,3,1,2,2,1,2,2, , , , , ,3,2,2,1,1,2,2,1,2,2,1,2,2,8,4, ,5,3,4,4,4, ,2,2,5,2,4,3,1,1,1,1,2,1,1,1,3,1,3,3,4, ,1, , , , , , ,6,6,6,4, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,4,6, , , , , ,1, , ,4,6, , ,1, , , , , ,4,4,4,4,5,4,5,6,3,3,4,4,4,2, , , , , , , , , , ,2, , , , , , , , ,1, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,6,2,6,3,3.812,,1,2,2,5,4,1,1,2,4,3,3,1,4,2,5,5,5, , , , ,2,1,4,1,0,3,4,0
R_4URDFzstsWJsA5L,605,10/26/2013,10/26/2013,0,1,1, ,0,0,0,40,20,20,20,tutoring,1, ,9, ,86, ,58,1,0,1,1,0,0,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,1,2,2, , ,1, ,2, , , , , , , , , , , , , , , , ,1,GHG EUROPE, , , , ,1,2,4, ,2, ,2,2, , , , , ,3,1,1,2,1,2,2,2,2,2,2,2,2,9,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , ,, , , ,,, , , , , , , , , , , , , , , , , , , , , ,3,1,3,0,0,3,4, 
R_4V05U1BJ4IrCIsJ,236,10/25/2013,10/26/2013,1,1,1, ,20,5,0,40,25,10,0, ,6, ,9, ,50, ,60,1,1,1,1,0,1,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,7,EU,2, , , , , , , , , ,1, , , , , , ,1,european flux data base,1,fluxnet, ,1,4,4,4, ,2,1,1,1,1, , , , ,3,2,2,2,1,2,2,2,2,2,2,2,1,10,2,data are preliminary,5,4,4,3,4,4,3,2,5,3,4,3,1,1,1,2,3,1,1,3,1,1,1,4,4,1, ,1, , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , ,2,1, , , , , , , , ,4,2,5,5,5,5,5,4,4,4,5,5,5,2, , , , , , , , , , ,3, , , , , , , , ,1,1,1,1,1,1, , ,1, , , , ,1,2, , , , ,1, , , ,1, , , , ,1, , , , ,1, , , , , ,1, , , ,1, , , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , , , , ,3,1, ,1,1, ,1, , ,1,1,1,1,1,1,3,5,5,5,3.5405,,1,1,1,3,4,1,2,2,2,5,5,2,5,5,5,5,5, , , ,1,5,1,2,0,0,3,4,1
R_5mZ8sBeqfsQWYHr,5,10/18/2013,10/18/2013,1,1,1, ,20,10,10,30,0,30,0, ,6, ,9, ,78, ,58,0,1,0,0,0,1,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,7,EU FP7,2, , , , , , , , , , , , , , , , , , , , ,1,2,1,3,3,3,1,1,1,1, , , , , ,2,2,2,2,1,2,2,2,2,2,1,2,2,10,2, ,4,4,4,1,1,1,1,1,4,4,4,1,1,1,1,2,2,1,1,1,2,1,1,4,4, , , , , ,1, , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2, , , , , ,1, , ,4,4, , , , , ,1, , ,4,4,4,3,3,4,4,2,4,2,5,5,3,1,4, , , , , , , , ,2,3, , , , , , , , ,1, , , , ,1,1,1, , ,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,3,1,5,3,5,4,4.5114,,1,1,2,3,3,2,2,3,3,3,3,3,3,3,3,4,3,3, , , ,2,1,2,0,0,3,4,0
R_5zkFwBpa7qTxL25,797,11/11/2013,11/11/2013,1,1,1, ,15,10,0,60,0,15,0, ,9, ,9, ,168, ,60,1,0,0,0,0,1,1,1,0,0, , ,2,2,2,2,2,2,2,2,2,2,1,2,2, , ,7,international,3, , , , , , , , ,1,1, , , , , , , , , , , ,4,5,2,4,1,5,1,2,1, , , , , ,3,1,1,2,1,2,2,2,2,2,2,2,2,9,3, ,4,3,4,3,4,5,4,3,5,5,3,3,1,3,2,2,2,2,1,2,2,2,3,4,4, , ,1, , ,1, , ,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , ,2,2, , , , , , , , ,4,2,4,4,4,4,5,4,4,6,5,5,4,2, , , , , , , , , , ,2, , , , , , , , ,1,1,1,1, , , , ,1, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,1,2,4,4,5,4,#VALUE!,,2, ,3,3,2,3,6, ,3,5,4,3,4,3,5,5,5, , , , ,4,1,3,1,0,3,4,0
R_6FkZL6SoTs18krX,1271,2/6/2014,2/6/2014,1,1,1, ,25,5,5,35,30,0,0, ,18,Biomedical Sciences,4, ,137, ,57,0,0,0,1,0,1,0,0,0,0, ,1,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,1, ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,2, , ,2, , , , , , , ,2,2,2,2,2,2,2,2,2,2,1,2,2,11,1, ,4,2,2,2,2,2,2,2,4,5,1, ,1,1,1,1,3,2,1,1,3,1,1,4,6, , ,1, , ,1, , ,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , ,4,4,5,5,5,3,5,1,4,4,4,5,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,5,1,5,11,5,5,2,13.6211,,5,5,3,5,3,5,2,3,3,6, , , , , , , , , , , ,2,1,1,0,0,3,4,0
R_6FOuBs9rGXTmVRb,982,11/18/2013,11/18/2013,1,1,1, ,12,4,2,51,21,10,0, ,16, ,4, ,181, ,64,0,0,0,1,0,0,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,1,2,2, , ,6, ,2, , , , , , , , , , , , , , , , , , , , ,1,2,3,1,3,1,2,2,2,1, , , , , ,2,2,1,1,1,1,2,2,2,2,1,2,2,7,5, ,4,2,4,2,3,4,2,2,4,4,4,2,1,1,1,2,2,2,2,2,2,2,2,1,1, , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , ,1,1, , , , , , , , ,5,5,5,5,3,5,5,5,4,3,5,5,5,2, , , , , , , , , , ,2, , , , , , , , ,1,1,1,1,1,1, , , ,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,5,5,4,1.8553,,1,1,1,5,5,1,1,4,5,5,5,2,5,5,5,5,5, , ,1, ,1,1,5,1,0,3,4,0
R_6MapCxKoeeEvSct,230,10/25/2013,10/25/2013,1,1,1, ,5,5,0,50,20,20,0, ,6, ,13, ,167, ,44,1,1,0,1,0,0,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,1,2,2, , ,1, ,2, , , , , , , , , ,1, , , , , , , , , , , ,1,2,2,3,2,1,1,2,1,1, , , , ,3,1,2,2,1,2,2,2,2,2,2,2,2,10,2, ,4,3,4,1,3,3,2,2,5,4,2,2,1,1,2,3,2,3,2,2,2,2,1,1,1, , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , ,1,1, , , , , , , , ,3,1,6,4,4,3,5,2,4,4,5,5,4,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,2,2,6,5,5,1,10.1703,,3,2,2,2,3,6,4,3,4,5,6,1,6,2,5,5,5, , , , ,3,1,2,1,0,3,4,0
R_6uk5TijrkjYFe9D,249,10/26/2013,10/26/2013,1,1,1, ,0,0,0,100,0,0,0, ,1, ,9, ,122, ,47,0,0,0,0,0,1,0,0,1,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,1, ,2, , , , , , , , , ,1, , , , , , , , ,1,HWSD-IIASA, ,4, , ,4, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,1,11,1,available on request,3,3,3,3,3,5,6,3,3,5,4,1,1,1,2,1,2,3,3,2,2,3,3,5,5, , , , ,1, , , ,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , ,5,5, , , , , ,1, , ,1,1,1,3,1,3,1,1,4,4,5,5,5,2, , , , , , , , , , ,2, , , , , , , , ,1, ,1, , , ,1, ,1, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,3,2,5,10,5,1,4,3.6249,,1,1,1,5,5,3,2,5,5,5,3,6,5,5,5,5,2,1,i always check for plausability, , ,2,1,1,1,0,3,4,0
R_6usdUPvBh6Uxq17,163,10/25/2013,10/25/2013,1,1,1, ,20,10,0,40,20,10,0, ,6, ,4, ,50, ,51,1,1,1,1,0,1,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,1, ,2, , , , , , , , , ,1, , , , , , ,1,FLUXNET, , , , , ,4,3, ,3, , , , , , , , ,3,2,2,2,1,2,2,2,2,2,2,2,2,11,1, ,5,4,5,3,5,5,3,4,5,3,4,1,1,1,1,1,2,2,1,1,2,2,1,1,1, , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6, , , , , , , , ,1,1, , , , , , , , ,4,2,4,4,3,4,5,1,5,4,5,5,5,2, , , , , , , , , , ,1,2,2,2,3,1,1,2,2,1,1,1,1, ,1,1,1, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,6,5,3,4,2.2071,,1,1,1,5,5,1,1,4,4,5,4,2,4,4,5,5,5, , , , ,5,1,1,0,0,3,4,0
R_77pJoRNMq7Gyq6p,1032,11/21/2013,11/21/2013,1,1,1, ,5,5,0,35,5,50,0, ,6, ,10,engineer,64, ,64,0,0,0,0,0,1,0,0,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2, , ,1, ,1, , , , , , , , , , , , , , , , , , ,1,european flux data base, ,4,1,1,4,2,2,1,2,1, , , , , ,3,2,2,2,2,2,2,2,2,1,2,2,2,11,1, ,4,4,3,3,4,3,4,4,4,4,5,2,1,1,1,1,2,2,1,2,2,1,3,4,4, , , , ,1, , , ,3,4,4,4, , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , ,1,4, , , , ,1, , , ,4,4, , , , ,1, , , ,4,3,5,4,3,4,4,3,4,4,4,4,4,2, , , , , , , , , , ,1,2,2,2,2,2,6,6,3,1, ,1, ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,3,2,7,4,4,4,2.7032,,1,1,1,2,3,2,2,3,6,5,5,5,5,3,6,5,5, , , , ,1,1,1,0,0,3,4,0
R_80RAkVhdFmuPFWJ,390,10/30/2013,10/30/2013,1,1,1, ,70,5,5,20,0,0,0, ,1, ,4, ,181, ,53,1,1,1,1,0,1,1,1,0,0, , ,2,2,2,2,2,2,2,2,2,1,2,2,2, , ,1, ,2, , , , , ,1, ,1, , , , , , , , ,1,NERC, , ,1,3,1,1,3,2,2,1,1,3, , , , , ,3,1,2,1,1,2,2,2,2,2,1,2,2,8,4, ,5,5,5,5,4,4,4,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1, , ,4,4,4,4, , ,1,1, , , , , , ,1, ,1, , , , , ,1, ,1, , , , , ,1, ,1, , , ,5,5, , ,1, ,1,1, , ,5,5, , ,1, ,1, , , ,2,2,5,5,5,4,5,1,5,2,4,5,5,2, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,3,5,1,3,6.5911,,1,2,4,2,4,2,1,2,2,5,5,2,5,2,2,5,5, , , , ,7,1,4,0,0,3,4,0
