Q2,Q2_5_Text,Q3_mod,Q3_Other_text,Q4_mod,Q4_7_TEXT,Q5,Q7,Q8,Q_D1_1,Q_D1_2_1,Q_D1_3_1,Q_D1_3_2,Q_D1_3_3,Q_D1_3_4,Q_D1_3_5,Q_D1_3_6,Q_D1_3_7,Q_D1_3_8,Q_D1_3_1R_1,Q_D1_3_2R_1,Q_D1_3_3R_1,Q_D1_3_4R_1,Q_D1_3_5R_1,Q_D1_3_6R_1,Q_D1_3_7R_1,D_D1_3_8R_1,Q_D1_4_4,Q_D1_4_5,Q_D1_4_6,Q_D1_4_7,Q_D1_4_8,Q_D1_4_9,D1_4_1R_1,D1_4_2R_1,D1_4_3R_1,D1_4_4R_1,D1_4_5R_1,D1_4_6R_1,QD1_5,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_Other,Q11,Q11_Other,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_Other,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_Other,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q16_1,Q16_2,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_Other,Q18_1,Q18_2,Q18_3,Q18_4,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_Other,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q3_Other_text___Topics,AGE,AGE_GROUP,Dataset,filter_$,REGIONS,f,VAR00001,VAR00002,VAR00003,VAR00004,VAR00005,VAR00006,VAR00007,VAR00008,VAR00009,VAR00010,VAR00014,Z1,Q10_metadata_standards_group1,Reg3,Reg4,reg5
2,NA,15,NA,2,182,73,PhD,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,4,My work computer,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,4,4,4,5,5,5,5,5,3,3,5,5,5,5,5,5,5,NA,NA,5,4,5,5,5,1,6,3,3,3,3,6,4,3,3,3,3,NA,45,3,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1,NA,10,NA,3,182,NA,Ph.D.,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"JSON, CSV, HDF",6,NA,4,4,NA,1,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,3,2,2,2,2,2,2,2,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,5,5,1,1,5,3,5,5,5,1,5,5,5,5,5,5,NA,NA,1,1,1,5,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1,NA,2,NA,1,182,62,1987,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,2,1,3,1,2,3,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,NA,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,4,1,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1,NA,10,NA,3,182,95,2015,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,3,3,3,3,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,6,6,6,6,2,1,1,1,3,3,1,1,3,3,3,2,1,NA,NA,NA,NA,NA,1,NA,NA,6,6,6,6,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1,NA,2,NA,3,66,66,"Habilitation, after PhD",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,CF conventions for climate and forecast metadata,1,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,3,4,3,1,1,3,3,1,3,3,3,3,3,1,1,NA,1,1,NA,1,1,NA,NA,3,6,4,4,5,4,6,4,4,5,5,6,4,2,4,4,4,5,5,6,6,NA,NA,3,4,5,5,5,2,2,4,5,5,5,2,2,4,5,3,2,NA,52,4,1,0,3,NA,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,3
1,NA,2,NA,3,66,92,MSc.,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,3,0,3,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,6,2,3,1,1,1,3,1,1,1,3,1,3,2,1,NA,1,NA,1,1,1,NA,NA,2,4,5,5,5,4,2,4,4,5,5,5,5,2,4,4,4,5,5,4,4,NA,NA,2,4,4,5,5,4,4,4,5,5,5,2,2,5,5,1,3,NA,26,1,1,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,5
1,NA,6,NA,3,66,86,2013,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,4,1,0,2,1,1,1,1,0,4,2,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,1,NA,NA,5,6,6,6,6,3,1,1,1,2,2,2,1,1,1,2,1,1,NA,NA,1,NA,NA,1,NA,NA,2,2,2,5,5,5,3,3,6,5,5,5,5,5,5,5,5,5,5,3,6,NA,NA,3,5,5,5,5,1,1,4,5,5,5,1,3,5,5,1,1,NA,32,2,1,0,5,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,5
1,NA,2,NA,4,78,52,Ph. D,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,5,6,6,4,6,1,1,1,1,1,1,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,5,5,6,5,5,5,5,5,5,6,5,1,6,6,6,6,6,I am not sure,5,5,5,5,5,5,5,3,5,5,5,1,5,6,5,1,5,NA,66,5,1,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1,NA,2,NA,3,78,67,PhD,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,2,3,2,NA,NA,0,2,2,0,0,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,NA,6,1,1,1,1,3,3,1,3,1,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,5,6,4,5,5,4,5,4,5,5,5,5,6,5,6,4,6,NA,4,5,5,5,4,3,3,4,3,4,5,5,4,4,5,5,4,NA,51,4,1,0,6,NA,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0,6
1,NA,10,NA,4,86,69,Dr. of Science,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,6,6,6,4,3,1,1,3,3,3,2,2,3,3,1,1,1,NA,NA,1,NA,NA,1,NA,NA,4,4,4,3,5,3,1,5,3,4,5,3,5,5,2,5,4,5,5,3,3,NA,NA,4,4,4,5,4,3,1,2,4,4,3,2,3,4,3,3,3,NA,49,3,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1,NA,6,NA,2,121,91,2017,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,IODP sample ids: https://www.iodp.org/resources/access-data-and-samples,1,NA,2,1,1,4,1,2,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,6,6,6,4,2,2,1,3,2,2,2,2,2,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,5,5,5,5,1,4,5,5,4,5,4,4,4,4,4,5,6,4,5,The paper the data were published in also published their data processing tools (i.e. R or python scripts).,4,4,5,3,5,1,1,3,3,4,2,2,2,4,5,2,2,NA,27,1,1,0,5,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,5
1,NA,6,NA,2,182,94,2015,2,1,5,NA,1,1,1,NA,1,NA,NA,NA,3,3,4,NA,4,NA,NA,NA,NA,NA,1,NA,1,3,NA,3,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,3,1,1,3,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,5,6,6,6,2,3,1,1,3,1,2,2,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,4,4,3,5,4,5,5,6,4,2,3,3,4,5,5,3,3,NA,NA,5,4,4,2,2,1,3,2,3,3,3,4,5,3,3,4,4,NA,24,1,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2,NA,6,NA,4,182,48,1975,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,4,5,2,1,1,3,1,2,2,2,2,1,2,1,3,NA,NA,NA,NA,NA,1,NA,NA,4,4,4,4,5,5,5,1,4,5,5,4,4,4,5,5,5,4,2,2,4,NA,NA,4,4,4,5,5,3,3,4,5,5,5,3,2,4,4,4,3,NA,70,5,1,0,3,NA,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,3
2,NA,10,NA,1,182,53,1983,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0,2,1,2,2,2,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,6,6,6,6,3,1,2,1,3,1,1,3,2,3,3,1,1,1,1,1,NA,1,NA,NA,NA,6,5,4,6,5,5,2,6,1,4,5,6,5,5,5,5,5,4,4,4,4,NA,NA,4,4,4,4,4,3,NA,4,4,4,4,3,5,2,5,3,1,NA,65,5,1,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
1,NA,15,NA,2,182,95,2012,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,4,0,0,4,0,0,0,0,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,6,6,5,5,2,1,1,1,1,1,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,1,NA,NA,4,2,1,4,5,5,5,2,5,4,5,3,4,1,4,4,4,5,5,3,4,NA,NA,3,5,5,5,5,1,6,2,5,5,3,2,2,3,4,3,2,NA,23,1,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1,NA,15,NA,1,182,94,M.S.,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,4,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,My data will be available once I have time to format/consolidate the data into a complete dataset.,5,6,6,6,2,3,1,1,2,2,3,NA,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,4,4,1,3,5,5,3,5,2,3,2,4,1,5,3,4,6,NA,5,5,4,3,5,1,1,1,5,3,4,1,1,2,3,3,3,NA,24,1,1,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6,6
2,NA,8,NA,2,182,95,2016,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,4,1,1,3,2,2,1,2,1,1,2,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,5,6,6,6,6,1,1,1,2,3,3,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1,NA,2,NA,2,6,82,2012,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,6,my self,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,6,6,4,6,1,1,1,1,NA,NA,2,1,2,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,4,3,5,5,4,5,3,5,5,4,5,4,3,4,4,4,4,NA,5,4,4,5,5,4,4,3,2,2,2,4,4,3,3,4,4,NA,36,2,1,0,3,NA,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,3
1,NA,15,NA,3,31,71,PhD,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,3,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,4,6,6,6,6,1,1,3,1,1,2,2,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,1,1,1,1,1,2,5,6,1,1,4,6,3,6,3,1,3,NA,NA,4,5,2,2,2,1,1,3,4,4,4,4,3,4,4,1,1,NA,47,3,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1,NA,10,Earth Science,1,35,84,Doctoral Candidate,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,1,3,4,0,1,0,1,1,4,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,4,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2,1,0,3,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,3
1,NA,2,NA,3,36,62,2002,1,1,3,1,NA,NA,NA,1,NA,NA,1,3,NA,NA,NA,4,NA,NA,4,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3,4,2,4,4,0,0,3,2,2,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,4,6,3,4,4,1,1,1,1,1,1,3,3,1,1,1,1,3,1,NA,NA,1,NA,NA,NA,NA,3,4,4,5,5,4,4,5,4,5,5,4,3,3,NA,4,4,5,5,5,5,NA,NA,4,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,NA,56,4,1,1,3,NA,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,3
1,NA,6,NA,1,36,80,PHD,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,1,0,0,0,2,2,2,2,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,4,6,6,6,4,1,1,1,1,1,1,1,1,3,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,1,6,1,1,6,6,6,1,1,4,4,6,6,6,NA,6,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,NA,38,2,1,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
1,NA,15,NA,2,178,73,2000,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,3,2,3,2,4,1,1,2,2,2,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,6,4,2,6,1,1,1,1,1,3,1,1,1,1,3,1,3,NA,1,1,1,NA,1,NA,NA,4,6,6,4,4,4,2,4,2,4,5,5,1,2,2,4,4,4,5,6,5,NA,NA,4,5,2,4,4,1,4,1,1,1,1,2,4,3,2,5,6,NA,45,3,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1,NA,2,NA,2,182,86,PhD,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,2,0,2,3,2,2,1,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,6,6,6,6,1,1,3,1,1,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,4,6,6,4,6,4,4,6,4,2,4,6,6,6,5,6,6,NA,NA,5,5,3,4,3,2,6,4,5,5,5,1,2,4,5,2,1,NA,32,2,1,0,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
2,NA,15,NA,2,182,33,PhD,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,2,1,2,2,2,1,1,2,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,4,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,6,1,1,4,3,4,5,2,2,1,3,3,6,6,6,6,6,NA,NA,4,6,3,4,4,6,6,3,4,3,2,6,3,3,3,2,4,NA,85,5,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1,NA,15,NA,2,182,89,Masters,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,0,1,3,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,6,4,2,1,1,2,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA,1,1,NA,NA,4,6,2,1,4,5,4,4,4,5,5,5,3,2,5,5,5,3,4,2,1,NA,NA,2,2,4,5,5,2,1,4,2,2,3,4,2,4,5,3,2,NA,29,1,1,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,6,6
2,NA,10,NA,2,182,57,1984,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,Classified data,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,5,1,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1,NA,15,NA,3,182,97,High School (current Undergraduate Senior),1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,1,2,1,4,2,2,1,1,1,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,4,6,6,6,6,3,3,3,1,3,3,1,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,2,4,6,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,NA,5,5,4,4,4,2,6,1,6,6,4,4,4,6,6,6,6,NA,21,1,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
5,Retired from government-supported research.,6,NA,1,182,45,Ph.D.,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Ive been retired 3.5 years. I assume my former lab or the funding agency has stored the data & reports.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,I dont know if all the data are available.,4,6,6,6,6,2,1,1,2,2,1,2,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,2,6,5,4,4,3,4,4,5,5,5,5,3,4,5,5,6,5,6,5,NA,NA,3,4,5,5,5,4,3,4,5,5,5,3,2,5,5,2,2,NA,73,5,1,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
