counter,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q2,Q2_text,Q3,Q3_text,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_text,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_text,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_text,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11a_1,Q11a_2,Q11a_3,Q11a_4,Q11a_5,Q11a_6,Q11a_7,Q11a_8,Q11a_9,Q11a_10,Q11a_11,Q11a_12,Q11b_1,Q11b_2,Q11b_3,Q11b_4,Q11b_5,Q11b_6,Q11b_7,Q11b_8,Q11b_9,Q11b_10,Q11b_11,Q11b_12,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_text,Q13,Q14_text,Q15,Q15_text,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_text,Q19,Q19_text,Q20,Q21,Q22,Q23
614,25,25, ,50, , , ,academic, ,Ecology, ,Yes,No,No,No,No,Yes,No,Yes,No,No, ,all,some,most,some,some,none, , ,Yes,Yes,No,Yes,No,No,No,No,No, ,agree somewhat,disagree somewhat,disagree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,agree strongly,agree somewhat,disagree somewhat,disagree somewhat,agree somewhat,agree somewhat,disagree somewhat,disagree somewhat,agree somewhat,disagree strongly,disagree strongly,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,disagree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,neither agree nor disagree,agree strongly,agree strongly,agree strongly, , , , , , , , , , , , , , , , , , , , , , , , ,No,No,No,Yes,No,No,No,No,No,No, ,Yes - for some of my datasets, ,Federal/national government, ,Yes,Yes,No,No,No,No,No,No,No,No,No, ,Researcher, , , , , 
615, , , ,35,65, , ,academic, ,Biology, ,No,Yes,No,No,No,No,No,No,No,No, ,none,some,most,none,none,some, , ,Yes,No,No,Yes,No,No,No,No,No, ,agree strongly,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,neither agree nor disagree,agree strongly,agree strongly,agree strongly,agree strongly,agree somewhat,disagree somewhat,disagree somewhat,agree strongly,neither agree nor disagree,agree somewhat,neither agree nor disagree,neither agree nor disagree,agree strongly,agree strongly,neither agree nor disagree,agree strongly,neither agree nor disagree,agree somewhat,agree strongly,agree somewhat,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No, ,Yes - for all my datasets, ,State/regional government, ,No,Yes,No,No,No,No,No,No,No,No,No, ,Lecturer, ,United States of America,Florida,50,Female
616,0,0,0,50,5,45,Classes,academic, ,Environmental science, ,No,Yes,Yes,No,No,No,No,Yes,No,No, ,none,none,none,none,none,none,none, ,No,No,No,No,No,No,No,No,Yes,have not done so yet,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,neither agree nor disagree,disagree strongly,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,agree strongly,agree strongly,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree strongly,neither agree nor disagree,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No, ,No,Approval from my colleagues,Federal/national government, ,No,Yes,No,No,No,No,No,No,No,No,Yes,"USGS, EROS",Graduate student, ,United States of America,Maryland,28,Male
617, , , ,75,25, , ,academic, ,Hydrology, ,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No, ,none,some,some,none,none,none,none, ,No,No,No,No,No,No,No,No,Yes,early career protect,agree somewhat,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,agree somewhat,agree strongly,disagree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,disagree somewhat,disagree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,agree somewhat,agree strongly,agree somewhat,disagree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No, ,Yes - for all my datasets, ,Federal/national government, ,No,Yes,No,No,No,No,No,No,No,No,Yes,various government clearinghouses,Assistant Professor, ,United States of America,Pennsylvania,36,Male
618,80,5, ,10,5, , ,academic, ,Ecology, ,No,No,No,Yes,No,No,No,No,No,No, ,some,some,some,none,some,none, , ,No,No,No,Yes,No,No,No,No,No, ,agree strongly,agree somewhat,neither agree nor disagree,agree strongly,neither agree nor disagree,agree somewhat,agree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,neither agree nor disagree,neither agree nor disagree,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree strongly,agree somewhat,disagree somewhat,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree strongly,agree somewhat,disagree somewhat,agree strongly, ,agree somewhat,agree strongly, ,Yes,Yes,Yes,Yes,No, ,No, , ,Yes, , ,Yes,Yes,Yes,Yes,No, ,No, , ,Yes, ,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for some of my datasets, ,Federal/national government, ,No,Yes,No,No,No,No,No,No,No,No,No, ,Administrator, ,United States of America,Michigan,56,Female
619,10,5, ,80,5, , ,academic, ,Ecology, ,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No, ,some,none,most,none,none,none,none, ,No,No,No,No,No,No,No,No,No, ,agree strongly,agree strongly,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree strongly,neither agree nor disagree,disagree somewhat,disagree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,disagree strongly,neither agree nor disagree,neither agree nor disagree,disagree somewhat,disagree strongly,agree somewhat,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,disagree somewhat,agree somewhat,disagree somewhat,agree somewhat,agree strongly,agree strongly,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for all my datasets, ,Federal/national government, ,Don't know,Yes,No,No,No,No,No,No,No,No,No, ,Graduate student, ,United States of America,Massachusetts,37,Female
620,25,25,5,15,5,25,research fund raising,academic, ,Environmental science, ,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No, ,none,most,some,some,none,none, , ,Yes,No,No,Yes,No,No,No,No,No, ,agree somewhat,neither agree nor disagree,neither agree nor disagree,agree somewhat,neither agree nor disagree,disagree somewhat,agree somewhat,disagree somewhat,neither agree nor disagree,agree somewhat,agree strongly,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,disagree somewhat,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,neither agree nor disagree,disagree somewhat,agree somewhat,agree somewhat,agree somewhat,Yes,Yes,Yes,Yes,No,No,Yes, ,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes, ,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No, ,Yes - for some of my datasets, ,Federal/national government, ,No,Yes,No,No,No,No,No,No,No,Yes,No, ,Researcher, ,United States of America,California,56,Male
621,50,10,10,20,10, , ,academic, ,Ecology, ,No,No,No,Yes,No,Yes,Yes,Yes,No,No, ,some,most, , , , , , ,Yes,No,No,No,No,No,No,No,No, ,agree strongly, ,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,disagree somewhat,neither agree nor disagree,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,agree somewhat,agree somewhat,disagree somewhat,neither agree nor disagree,agree strongly,agree strongly,agree strongly,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No, ,Yes - for all my datasets, ,Federal/national government, ,Yes,Yes,No,Yes,No,No,No,No,No,No,No, ,Professor, ,United States of America,California, ,Male
622,20,10,10,40,20, , ,academic, ,Environmental science, ,Yes,No,No,No,No,Yes,Yes,Yes,No,No, ,most,none,most,most, , , , ,Yes,No,No,No,No,No,No,No,No, ,agree strongly,agree somewhat,neither agree nor disagree,agree strongly,agree somewhat,agree strongly,agree strongly,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,disagree somewhat,agree strongly,agree somewhat,agree somewhat,disagree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,disagree strongly,disagree somewhat,agree strongly,agree somewhat,agree strongly,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No, ,Yes - for all my datasets, ,Federal/national government, ,Yes,Yes,No,No,No,No,No,No,No,Yes,No, ,Professor, ,United States of America,California,58,Male
623,20,0,5,50,20,5,Create art,academic, ,Geology,Soil Science,Yes,No,No,No,No,No,Yes,Yes,No,No, , , ,most,some,all, , , ,No,No,No,No,No,No,No,No,No, ,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree somewhat,neither agree nor disagree,disagree somewhat,disagree strongly,disagree strongly,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree strongly,agree strongly,agree somewhat,agree strongly,agree strongly,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No, ,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No, ,Yes - for some of my datasets, ,Federal/national government, ,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,"USGS, TERRA, GOOGLE, LANDFIRE, etc.",Administrator, ,United States of America, , ,Male
624,50,10,5,15,20, , ,academic, ,Environmental science, ,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No, ,most,none,most,none,none,none,none, ,No,No,No,Yes,No,No,No,No,No, ,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,disagree strongly,disagree somewhat,disagree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,agree strongly,agree strongly,agree somewhat,disagree strongly,agree strongly,agree strongly,agree strongly,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No, ,Yes - for all my datasets, ,Federal/national government, ,Yes,Yes,No,No,No,No,No,No,No,No,No, ,Professor, ,United States of America,Michigan,56,Male
625,2, , ,98, , , ,academic, ,Biology, ,No,Yes,No,No,No,Yes,No,No,No,No, , , ,most, , , , , ,No,No,No,No,No,No,No,No,No, ,agree strongly,agree somewhat,neither agree nor disagree,neither agree nor disagree,agree somewhat,neither agree nor disagree,agree somewhat,neither agree nor disagree,disagree somewhat,neither agree nor disagree,disagree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,disagree strongly,disagree somewhat,disagree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,agree somewhat,disagree somewhat,disagree somewhat,neither agree nor disagree,agree somewhat,agree strongly,agree somewhat,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No, ,No,Overall project leaders,Federal/national government, ,No,Yes,No,No,No,No,No,No,No,No,No, ,Researcher, ,United Kingdom of Great Britain and Northern Ireland, ,71,Male
626,50,20,0,20,0, , ,other,Govt-Academic,Hydrology, ,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No, ,none, ,some,none,none,none, , ,Yes,No,No,Yes,Yes,No,No,No,No, ,disagree strongly,disagree strongly,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,neither agree nor disagree,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree strongly,agree strongly,agree strongly,agree strongly,agree somewhat,neither agree nor disagree,agree strongly,agree strongly,disagree strongly,agree strongly,disagree strongly,agree strongly,agree strongly,agree strongly,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No, ,No,electronic user information might be adequate with notification to me; now virtually no user information is collected & none is available to me.,Federal/national government, ,Don't know,Yes,No,No,No,No,No,No,No,No,No, ,Researcher, ,United States of America,Maryland,59,Male
627,30, , ,30,30,10,"Reviewing proposals, papers, etc.",academic, ,Ecology, ,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No, ,some,some,some,some,some,some, , ,No,No,No,Yes,No,No,No,No,No, ,agree somewhat,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,disagree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,CDIAC at ORNL,No,ORNL CDIAC&CR;&LF;NASA DAAC&CR;&LF;UVA LIbrary,Federal/national government, ,Yes,No,No,No,No,Yes,No,No,No,No,No, ,Professor, ,United States of America,Virginia,66,Male
628,5,5,0,90,0, , ,academic, ,Biology, ,No,Yes,Yes,Yes,No,No,No,No,No,No, ,none,none,some,none,none,none,none, ,No,No,No,Yes,No,No,No,No,Yes,Not until I publish,agree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,disagree strongly,neither agree nor disagree,neither agree nor disagree,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree strongly,agree strongly,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree strongly,neither agree nor disagree,agree somewhat,agree strongly,agree strongly,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No, ,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No, ,Yes - for some of my datasets, ,Federal/national government, ,Yes,Yes,No,No,No,No,No,No,No,No,No, ,Graduate student, ,United States of America,Indiana,27,Female
629,10, , ,50,40, , ,academic, ,Ecology, ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No, ,most,most,some, , ,most, , ,No,No,Yes,No,No,No,No,No,No, ,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,disagree strongly,agree strongly,disagree strongly,agree strongly,disagree strongly,disagree strongly,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree strongly,agree strongly,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree strongly,No,Yes,Yes,Yes,Yes,No, ,Yes,Yes, ,No, ,No,Yes,Yes,Yes,Yes,No, ,Yes,Yes, ,No, ,No,No,No,Yes,No,No,No,Yes,No,No, ,Yes - for all my datasets, ,Federal/national government, ,No,Yes,No,No,No,No,No,No,No,Yes,No, ,Professor, ,United States of America,New York,51,Female
630, ,10, ,30,60, , ,academic, ,Ecology,Wildlife Ecology,No,Yes,No,No,Yes,Yes,No,No,Yes,No, ,none,none,none,none,none,none,most,on LTER project web site,No,No,No,No,No,No,No,No,No, ,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,neither agree nor disagree,agree strongly,agree strongly, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No,No,No,No,No,No,No,No,No,No, , , , , , ,No,No,No,No,No,No,No,No,No,No, , , , , , , 
631,10, , ,45,45, , ,academic, ,Biology, ,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No, ,some,some,all,none,none,none, , ,No,No,Yes,Yes,No,No,No,No,No, ,agree strongly,disagree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree strongly,agree strongly,neither agree nor disagree,neither agree nor disagree,agree strongly,agree strongly,agree somewhat,agree strongly,agree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree somewhat,agree strongly,agree strongly,agree strongly,disagree somewhat,disagree somewhat,agree strongly,agree strongly,agree somewhat,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,GenBank,Yes - for some of my datasets,"The data I collect are also considered property of other PIs on the LTER, and their approval is also necessary before I can share it with other investigators",Federal/national government, ,Yes,Yes,No,No,No,No,Yes,No,No,No,No,GenBank,Associate Professor, ,United States of America,Utah,43,Male
632,10,10, ,50,30, , ,academic, ,Hydrology,oceanography,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No, ,most,most,most,most, ,most, , ,Yes,No,No,Yes,No,No,No,No,No, ,agree strongly,agree somewhat,disagree somewhat,agree somewhat,disagree somewhat,disagree somewhat,agree strongly,agree strongly,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree strongly,agree strongly,agree strongly,disagree somewhat,disagree somewhat,agree strongly,agree somewhat,neither agree nor disagree,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No, ,No,It 100% open to whoever wants it,Federal/national government, ,No,Yes,No,No,No,No,No,No,No,No,No,"NOAA IOOS, this list ignores most ocean observatories",Professor, ,United States of America,New Jersey, ,Male
633,25,5,0,60,10, , ,academic, ,Biology,Evolutionary Biology,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No, ,all, , , , , , , ,No,No,No,No,No,No,No,No,No, ,agree strongly,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree strongly,disagree somewhat,disagree somewhat,agree strongly,agree strongly,agree strongly,agree somewhat,agree strongly,disagree somewhat,agree strongly,agree somewhat,agree somewhat,agree strongly,agree strongly,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No, ,Yes - for some of my datasets, ,Federal/national government, ,Yes,Yes,No,No,No,No,No,No,No,No,No, ,Professor, ,United States of America,Colorado,51,Male
634,15,10,5,40,20, , ,academic, ,Other,Archaeology,Yes,No,Yes,No,No,No,Yes,No,No,No, ,none,none,none,all,none,none, , ,Yes,No,No,No,No,No,No,No,No, ,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,neither agree nor disagree,agree strongly,agree somewhat,agree somewhat,agree strongly,agree strongly,agree somewhat,agree somewhat,neither agree nor disagree,agree strongly,agree strongly,agree somewhat,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No, ,Yes - for all my datasets, ,State/regional government, ,Yes,Yes,No,No,No,No,No,No,No,No,No, ,Assistant Professor, ,United States of America,Ohio,35,Male
